movies,genre,release_year_start,release_year_end,rating,one-line,director,stars,votes,runtime,gross_in_dollars
Misfit 2,Comedy,2019,2019,4.8,"
A talented singer and her singer-songwriter boyfriend get the chance to represent their school in the biggest music competition for students in which the grand prize is a record deal. But ...                See full summary »
",Erwin van den Eshof,"Tatyana Beloy, 
Hanwe Chang, 
Quentin Correia, 
Stefan de Vries
",124,81.0,855000.0
Todo sobre el asado,Documentary,2016,2016,6.6,"
A trip to the depths of Argentina. Roasting is a meal and a ritual. It is primitive and contemporary, wild and refined, an art and a science. The asado with greater originality the essential features of national identity.",TBD,"Oscar Bopp, 
Luis Caporossi, 
Vicente Cohn, 
Mónica Cragnolini
",504,85.0,120000.0
Home Stories,Comedy,2020,2020,6.3,"
An online wedding, a one-night stand turned three-week standoff, difficult choices and hope pushing through in a smile--a lot can happen when everyone stays at home. Home Stories is an ...                See full summary »
",TBD,"Arjun Mathur, 
Apoorva Arora, 
Saba Azad, 
Tanmay Dhanania
",20,47.0,855000.0
"I Do, I Do",Comedy,2012,2012,6.7,"
Hwang Ji An is the top shoe designer in a major shoe company. She is in her 30s, successful and single. One night, she makes a horrible mistake and sleeps with Park Tae Gang, a good-looking...                See full summary »
",TBD,"Soo-hyang Im, 
Lee Jang-woo, 
Keon-hyeong Park, 
Kim Seon-a
",171,77.0,855000.0
Majutsushi Orphen Mubouhen,Animation,1998,1999,7.3,"
A sorcerer by the name of Orphen searches for a way to bring his childhood friend, Azalie, back to her original form, whom on a quest for knowledge became a dragon.",TBD,"Shôtarô Morikubo, 
Mayumi Izuka, 
Omi Minami, 
David Matranga
",242,25.0,10715000.0
Blue Kids,Drama,2017,2017,4.8,"
A brother and a sister live on the borderline between awareness of their actions and total unconsciousness, until they commit a sin from which there is no return.",Andrea Tagliaferri,"Fabrizio Falco, 
Matilde Gioli, 
Agnese Claisse, 
Giustiniano Alpi
",79,75.0,1360000.0
Oprah Winfrey Presents: When They See Us Now,Talk-Show,2019,2019,7.7,"
Oprah Winfrey talks with the exonerated men once known as the Central Park Five, plus the cast and producers who tell their story in ""When they see us""",Mark Ritchie,"Asante Blackk, 
Ava DuVernay, 
Caleel Harris, 
Ethan Herisse
",2253,61.0,1360000.0
Hôzuki no Reitetsu,Animation,2014,Ongoing,7.3,"
The dark comedy revolves around the fierce god aide to the Great King Yama, Hoozuki. Calm and super-sadistic, he tries to resolve problems that often occur in Hell.",TBD,"Hiroki Yasumoto, 
Yumiko Kobayashi, 
Takashi Nagasako, 
Kôji Yusa
",219,24.0,10715000.0
Jo Koy: In His Elements,Comedy,2020,2020,5.3,"
Jo Koy returns to the Philippines to show off the local culture and headline a special featuring Filipino American comedians, DJs and hip-hop dancers.",Michael McKay,"Fateeha, 
Joey Guila, 
Jo Koy, 
Llmind
",415,55.0,855000.0
Sugar Coated,Documentary,2015,2015,7.5,"
How the food industry sugar-coated science, sweetened the food supply, and seduced a planet, one spoonful at a time.",Michèle Hozer,"Gary Taubes, 
Robert Lustig, 
Craig Wilcox, 
Alexis Gomez
",827,90.0,120000.0
Super Monsters: Once Upon a Rhyme,Animation,2021,2021,5.5,"
The Super Monsters rethink exemplary fantasies and most loved nursery rhymes with a melodic, otherworldly twist.",TBD,"Cynthia de Pando, 
Elyse Maloway, 
Asia Mattu
",25,25.0,10715000.0
Feedback,Sci-Fi,2002,2002,4.9,"
Set in a bleak and desolate world, three friends embark on an ill-conceived plan to outrun their destinies. As they try to cheat time, they find themselves in a race against their past and the inevitable future.",Teo Konuralp,"Joe Tabb, 
Melissa Pursley, 
Jesse Bob Harper, 
Jerry Giordano
",264,88.0,1360000.0
Short Fuse,Action,2016,2016,5.9,"
In this ticking clock action-thriller, a courier's last delivery of the day may also be the last day of his life. Strapped with explosives, he must fight for his life while trying to solve a mystery involving both his family and a criminal empire.",TBD,"Apostolis Totsikas, 
Tasos Nousias, 
Evgenia Dimitropoulou, 
Constantine Markoulakis
",521,86.0,33320000.0
Dear Mr. Watterson,Documentary,2013,2013,6.4,"
A documentary about the impact of the newspaper comic strip ""Calvin and Hobbes"", created by Bill Watterson.",Joel Allen Schroeder,"Berkeley Breathed, 
Jef Mallett, 
Stephan Pastis, 
Seth Green
",1834,89.0,10000.0
Salam - The First ****** Nobel Laureate,Documentary,2018,2018,7.9,"
""Salam"" is a feature length documentary about the Nobel prize winning Pakistani physicist, Abdus Salam. The film reveals the extraordinary life of the charismatic Abdus Salam, in all its ...                See full summary »
",TBD,TBD,371,75.0,120000.0
Storage Wars Canada,Reality-TV,2013,2016,3.3,"
Canadians go to storages and but them for the right price",TBD,"Ursula Stolf, 
Paul Kenny, 
Bogart Kenny, 
Roy Dirnbeck
",494,30.0,1360000.0
Pili Fantasy: War of Dragons,Animation,2019,Ongoing,6.4,"
Turmoil looms in the Martial World, and the Eight Wonders of the Evil Dragon unleashes dark forces.",TBD,TBD,29,24.0,10715000.0
Bookmarks: Celebrating Black Voices,Family,2020,Ongoing,4.9,"
Prominent Black celebrities and artists read children's books from Black authors that highlight the Black experience. Conversations center around themes of identity, respect, justice, and action.",TBD,"Marley Dias, 
Karamo Brown, 
Grace Byers, 
Common
",143,81.0,254005000.0
Mike Epps: Don't Take It Personal,Comedy,2015,2015,4.4,"
Mike Epps tears up the stage at L.A.'s historic Orpheum Theatre in a special packed with blistering impressions and unapologetically raunchy swagger.",L. Frazier,TBD,249,59.0,855000.0
Spirit Riding Free: Spirit of Christmas,Animation,2019,2019,5.8,"
Add a Plot
",TBD,"Amber Frank, 
Bailey Gambertoglio, 
Sydney Park, 
Evan Agos
",82,45.0,10715000.0
L'oro di Scampia,Biography,2014,2014,6.9,"
In Scampia, the Camorra hires young people from an early age to make them lookouts, drug couriers or hit men. Here is Enzo Capuano's gym, where he teaches judo to the boys of the neighborhood, tearing them from the street.",Marco Pontecorvo,"Giuseppe Fiorello, 
Gianluca Di Gennaro, 
Anna Foglietta, 
Gaetano Bruno
",73,102.0,7000000.0
Cooking on High,Game-Show,2018,Ongoing,4.9,"
Competitive cooking show where the primary ingredient is marijuana.",TBD,"Ngaio S. Bealum, 
Josh Leyva, 
Brandon Coates, 
Chef Dee
",454,14.0,1360000.0
An Act of War,Crime,2015,2015,5.2,"
A veteran tries to put his life back together, but is drawn to deeds that may be more dangerous than his tour of duty.",Ryan M. Kennedy,"Russ Russo, 
Natasha Alam, 
Doug E. Doug, 
Joseph R. Gannascoli
",1422,99.0,110000.0
"Fat, Sick & Nearly Dead 2",Documentary,2014,2014,6.4,"
Joe Cross examines how to make healthy habits last. Joe meets with experts who present realistic solutions to make long-term sustainable improvements to eating behaviors and overall health.",Kurt Engfehr,"Joe Cross, 
Bjarke de Koning, 
Carrie Diulus, 
Sheila Kar
",1611,88.0,120000.0
Alles voor elkaar,Comedy,2017,2017,5.4,"
Four friends who are nearly turning 30 need to work together in order to fulfill their dreams.",Danny Stolker,"Maryam Hassouni, 
Esmée van Kampen, 
Yootha Wong-Loi-Sing, 
Sarah Chronis
",293,93.0,855000.0
Jim Gaffigan: Cinco,Comedy,2017,2017,7.1,"
The king of clean comedy returns for his fifth hour long comedy special.",Jeannie Gaffigan,"Jim Gaffigan, 
Marre Gaffigan, 
Katie Gaffigan, 
Jack Gaffigan
",2185,73.0,855000.0
Skew,Horror,2011,2011,4.4,"
When Simon, Rich, and Eva head out on an eagerly anticipated road trip, they bring along a video camera to record their journey. What starts out as a carefree adventure slowly becomes a ...                See full summary »
",Sevé Schelenz,"Rob Scattergood, 
Amber Lewis, 
Richard Olak, 
Taneal Cutting
",1954,83.0,1210000.0
Master of None: Season 1 Electronic Press Kit,Comedy,2015,2015,7.6,"
Add a Plot
",TBD,TBD,85,77.0,855000.0
Black Privilege,Family,2019,2019,3.3,"
When low-income families move into a thriving black community in Chicago, they find themselves at odds with politicians to maintain their status.",Mark Harris,"Anah Ambuchi, 
Malcom Banks, 
Sarah Cigan, 
Tommy Corts
",205,79.0,254005000.0
Vampire in the Garden,Animation,2021,Ongoing,7.0,"
In the divided world of the future, two girls want to do the forbidden: the human wants to play the violin, and the vampire wants to see a wider world.",TBD,TBD,916,24.0,10715000.0
"Especial de Natal: Se Beber, Não Ceie",Short,2018,2018,6.3,"
It's the morning after the Last Supper and the disciples are waking up hungover and wondering where their Messiah is.",Rodrigo Van Der Put,"Fábio Porchat, 
Gregório Duvivier, 
Antonio Tabet, 
Pedro Benevides
",2219,44.0,1360000.0
Breaking the Bee,Documentary,2018,2018,6.9,"
Chronicle of the ups and downs of four Indian-American students as they compete to realize their dream of winning the iconic tournament.",Sam Rega,"Srinivas Ayyagari, 
Jacques Bailly, 
Valerie Browning, 
Ratnam Chitturi
",675,82.0,120000.0
Puppy,Comedy,2005,2005,6.0,"
Attempting suicide, sultry but down-on-her-luck swindler Liz is rescued by lonely tow truck driver Aiden. But instead of rushing her to the hospital, Liz's savior abducts her to his remote ...                See full summary »
",Kieran Galvin,"Nadia Townsend, 
Bernard Curry, 
Terence Donovan, 
Susan Ellis
",276,95.0,855000.0
Hell and Back Again,Documentary,2011,2011,6.5,"
What does it mean to lead men in war? What does it mean to come home? Hell and Back Again is a cinematically revolutionary film that asks and answers these questions with a power and ...                See full summary »
",Danfung Dennis,"Nathan Harris, 
Ashley Harris, 
The Marines of Echo Company, 
Christian Cabaniss
",2236,88.0,40000.0
Sugar High,Reality-TV,2020,2020,7.3,"
Contestants compete in two rounds of sugar sculpting challenges for a prize of $10,000.",Ariel Boles,"Hunter March, 
Jackie Sorkin, 
Rebecca DeAngelis, 
Stéphane Tréand
",136,44.0,1360000.0
Shark,Documentary,2015,Ongoing,8.4,"
This wide-ranging series documents the secret lives of sharks from the Arctic to the tropics, revealing their amazing diversity and sociability.",TBD,"Peter Drost, 
Paul McGann, 
Andrea Marshall, 
Alessandro Ponzo
",286,59.0,120000.0
Creator's File: Gold,Comedy,2021,Ongoing,6.5,"
Comedian Ryuji Akiyama satirizes top ""creators"" in Japan with a deadpan, unerring eye for humor, with help from some surprising celebrity guest stars.",TBD,"Yumi Adachi, 
Ryûji Akiyama, 
Shino Ikenami, 
Mei Nagano
",17,77.0,855000.0
The Hurt Business,Documentary,2016,2016,6.5,"
From the producers of 'Bowling for Columbine', 'Fahrenheit 9/11' and 'Generation Iron' comes 'The Hurt Business' which examines the rise of mixed martial arts fighting through the eyes of today's top stars.",Vlad Yudin,"Luke Adams, 
Ben Askren, 
Josh Barnett, 
Charles Bernick
",924,107.0,120000.0
Seeing Allred,Documentary,2018,2018,7.0,"
Women's rights attorney Gloria Allred takes on the biggest names in American culture as coverage of sexual assault allegations in the media become more prevalent.",TBD,"Gloria Allred, 
Lisa Bloom, 
Hillary Clinton, 
Bill Cosby
",1147,96.0,120000.0
Russell Brand from Addiction to Recovery,Documentary,2012,2012,6.9,"
After the death of his friend Amy Winehouse from an overdose, Russel Brand looks back on his own years of addiction and wants to show that not all addicts turn out the same way.",Ross Wilson,"Russell Brand, 
Amy Winehouse, 
Mitch Winehouse
",401,60.0,120000.0
Vir Das: For India,Comedy,2020,2020,7.8,"
From the Vedas to Vasco da Gama to vacuous Bollywood plotlines, Vir Das celebrates the history of India with his one-of-a-kind perspective.",TBD,TBD,1046,75.0,855000.0
Popoz,Action,2015,2015,5.2,"
Two trigger happy cops, arrested for accidentally killing a group of hostages, stumble upon a drugs trafficking gang in prison during their everlasting search for real action.",TBD,"Leo Alkemade, 
Edwin Alofs, 
Uriah Arnhem, 
Tim Beumers
",723,86.0,33320000.0
Legend Quest: Masters of Myth,Animation,2019,2019,7.7,"
When mythical creatures come to life, it's up to Leo, Teodora, Don Andrés and Alebrije -- super-secret monster hunters to save the day.",TBD,"Johnny Rose, 
Annemarie Blanco, 
Paul Tei, 
Oscar Cheda
",105,24.0,10715000.0
Sun Belt Express,Comedy,2014,2014,6.2,"
A down-on-his-luck ethics professor ends up on a completely unhinged run across the Mexican border with his teenage daughter in tow - and four undocumented immigrants in the trunk.",Evan Buxbaum,"Brett Aresco, 
Oscar Avila, 
Robert Buxbaum, 
Arturo Castro
",373,91.0,855000.0
Camino a Roma,Documentary,2020,2020,7.7,"
Director Alfonso Cuaron reflects on the creative decisions behind ROMA.",TBD,"Yalitza Aparicio, 
Odín Ayala, 
Eugenio Caballero, 
Zarela Lizbeth Chinolla Arellano
",578,72.0,120000.0
Older Sister's Beloved,Family,2020,Ongoing,7.3,"
While she was at high school, Momoko and her three siblings parents' died due to an accident. Being the oldest, she was left in charge, she gave up on her own plans and further education ...                See full summary »
",TBD,"Atsuko Anami, 
Kasumi Arimura, 
Naohito Fujiki, 
Kento Hayashi
",47,81.0,254005000.0
Last Will,Drama,2011,2011,4.5,"
An affluent woman is framed for the murder of her husband and faces a mountain of evidence stacked against her. Undeterred, she begins to put the pieces of the true story together.",Brent Huff,"Tatum O'Neal, 
Tom Berenger, 
Patrick Muldoon, 
Peter Coyote
",418,101.0,1360000.0
Johan Falk: Operation Näktergal,Action,2009,2009,5.9,"
The police unit ""GSI"" of Gothenburg city have been ordered to identify and arrest the people responsible for importing young women into Sweden from Eastern Europe for the purpose of ...                See full summary »
",Daniel Lind Lagerlöf,"Jakob Eklund, 
Henrik Norlén, 
Anja Antonowicz, 
Stipe Erceg
",2036,90.0,33320000.0
What the Love! with Karan Johar,Talk-Show,2020,Ongoing,4.4,"
""Millenials"" looking for love join the show in hopes of being guided into new relationship opportunities by host Karan Johar.",TBD,"Sahil Brown, 
Karan Johar
",242,60.0,1360000.0
Fred Armisen: Standup For Drummers,Comedy,2018,2018,5.8,"
Comedian and drummer Fred Armisen performs stand-up material, music, and sketches for an audience of fellow drummers.",Lance Bangs,"Fred Armisen, 
Clem Burke, 
Vinnie Colaiuta, 
Tre Cool
",1210,65.0,855000.0
Jeff Dunham: Unhinged in Hollywood,Comedy,2015,2015,6.7,"
Jeff Dunham stars in this special from the world famous Dolby Theatre in Hollywood. The telecast features never before seen stand-up and behind-the-scenes sketches featuring Dunham and his eccentric beloved characters.",TBD,"Jeff Dunham, 
Chuck Liddell, 
Brad Paisley, 
Chris Parnell
",660,71.0,855000.0
Firebrand,Drama,2019,2019,5.2,"
The ups and downs of modern-day relationship take the spotlight in this contemporary, slice-of-life story.",Aruna Raje,"Usha Jadhav, 
Girish Kulkarni, 
Sachin Khedekar, 
Rajeshwari Sachdev
",262,116.0,1360000.0
Hadi Insallah,Comedy,2014,2014,5.4,"
PuCCa is a broadcaster. When she applies for a new job, she meets a man.",Ali Taner Baltaci,"Büsra Pekin, 
Murat Boz, 
Müjde Uzman, 
Sinasi Yurtsever
",4029,96.0,855000.0
Rebelde,Comedy,2022,Ongoing,7.0,"
Add a Plot
",TBD,"Azul Guaita Bracamontes, 
Giovanna Grigio, 
Franco Masini, 
Alejandro Puente
",1425,77.0,855000.0
Follow This,Documentary,2018,2018,4.9,"
A look inside the busy newsroom at BuzzFeed.",TBD,"Karolina Waclawiak, 
Scaachi Koul, 
Bim Adewunmi, 
Azeen Ghorayshi
",678,80.0,120000.0
Bolbol Hayran,Comedy,2010,2010,6.4,"
Bolbol, a rich man who is trying to take the hard decision of his future wife, meets the women who he believes is the perfect one for him but after a while he finds out she is not that good...                See full summary »
",Khalid Marie,"Ahmed Helmy, 
Zeina, 
Sherry Adel, 
Aimi Samir Ghanem
",2445,110.0,855000.0
